,game_id,season,game_type,week,gameday,weekday,gametime,away_team,home_team,stadium
6394,2022_18_NE_BUF,2022,REG,18,2023-01-08,Sunday,13:00,NE,BUF,New Era Field
6395,2022_18_MIN_CHI,2022,REG,18,2023-01-08,Sunday,13:00,MIN,CHI,Soldier Field
6396,2022_18_BAL_CIN,2022,REG,18,2023-01-08,Sunday,13:00,BAL,CIN,Paycor Stadium
6397,2022_18_LAC_DEN,2022,REG,18,2023-01-08,Sunday,13:00,LAC,DEN,Empower Field at Mile High
6398,2022_18_DET_GB,2022,REG,18,2023-01-08,Sunday,13:00,DET,GB,Lambeau Field
6399,2022_18_HOU_IND,2022,REG,18,2023-01-08,Sunday,13:00,HOU,IND,Lucas Oil Stadium
6400,2022_18_TEN_JAX,2022,REG,18,2023-01-08,Sunday,13:00,TEN,JAX,TIAA Bank Stadium
6401,2022_18_KC_LV,2022,REG,18,2023-01-08,Sunday,13:00,KC,LV,Allegiant Stadium
6402,2022_18_NYJ_MIA,2022,REG,18,2023-01-08,Sunday,13:00,NYJ,MIA,Hard Rock Stadium
6403,2022_18_CAR_NO,2022,REG,18,2023-01-08,Sunday,13:00,CAR,NO,Mercedes-Benz Superdome
6404,2022_18_NYG_PHI,2022,REG,18,2023-01-08,Sunday,13:00,NYG,PHI,Lincoln Financial Field
6405,2022_18_CLE_PIT,2022,REG,18,2023-01-08,Sunday,13:00,CLE,PIT,Acrisure Stadium
6406,2022_18_LA_SEA,2022,REG,18,2023-01-08,Sunday,13:00,LA,SEA,Lumen Field
6407,2022_18_ARI_SF,2022,REG,18,2023-01-08,Sunday,13:00,ARI,SF,Levi's Stadium
6408,2022_18_DAL_WAS,2022,REG,18,2023-01-08,Sunday,13:00,DAL,WAS,FedExField
